,om,yr,mo,dy,date,time,tz,st,stf,mag,inj,fat,permanent_fat,mobile_fat,other_fat,unknown_fat,loss,closs,slon,slat,elon,elat,len,wid,kind,stroke,DateTim,Hour,Year,Length,Width,cas
1773,309257,2011,4,27,2011-04-27,13:30:00,3,MS,28,5,6,3,0,3,0,0,0.7,0,-89.1088,32.7992,-88.6974,33.0202,28.28,900,Tornado,#FF00FF,2011-04-27,13,2011,45512.1352,646.3512725,9
1774,301943,2011,4,27,2011-04-27,13:40:00,3,AL,1,4,48,6,6,0,0,0,0,0,-87.0097,34.0757,-86.3628,34.4935,46.88,880,Tornado,#FF0000,2011-04-27,13,2011,75445.8592,631.9879109,54
1775,310930,2011,4,27,2011-04-27,13:48:00,3,MS,28,3,25,4,3,0,1,0,3.27,0,-89.3164,33.7114,-88.5035,34.022,51.45,1320,Tornado,#FFAA00,2011-04-27,13,2011,82800.543,947.9818664,29
1776,309488,2011,4,27,2011-04-27,14:05:00,3,AL,1,5,145,72,21,13,12,26,1290,0,-88.1479,34.1043,-86.1511,35.0857,132,2200,Tornado,#FF00FF,2011-04-27,14,2011,212432.88,1579.969777,217
1778,307109,2011,4,27,2011-04-27,14:40:00,3,AL,1,4,54,13,7,6,0,0,170.344,0,-88.1814,33.2506,-86.3491,34.2831,127.8,1408,Tornado,#FF0000,2011-04-27,14,2011,205673.652,1011.180657,67
1779,303562,2011,4,27,2011-04-27,14:42:00,3,MS,28,5,137,23,16,0,0,7,14.4,0,-88.445,34.0455,-87.8924,34.3226,37.1,1320,Tornado,#FF00FF,2011-04-27,14,2011,59706.514,947.9818664,160
1781,301925,2011,4,27,2011-04-27,15:01:00,3,AL,1,4,50,14,6,0,2,6,25,0,-85.9814,34.6208,-85.2666,34.9531,46.98,1260,Tornado,#FF0000,2011-04-27,15,2011,75606.7932,904.8917816,64
1782,314625,2011,4,27,2011-04-27,15:43:00,3,AL,1,4,1500,64,42,8,14,0,2450,0,-87.935,33.0297,-86.7436,33.6311,80.68,2600,Tornado,#FF0000,2011-04-27,15,2011,129841.5512,1867.23701,1564
1783,301882,2011,4,27,2011-04-27,16:05:00,3,AL,1,4,0,1,0,0,1,0,0.03,0,-85.909,34.7948,-85.5,35.07,30.24,1320,Tornado,#FF0000,2011-04-27,16,2011,48666.4416,947.9818664,1
1786,294036,2011,4,27,2011-04-27,16:28:00,3,TN,47,2,0,4,4,0,0,0,0.65,0,-84.95,35.08,-84.511,35.2973,27.95,250,Tornado,#008000,2011-04-27,16,2011,44981.053,179.5420202,4
1787,314725,2011,4,27,2011-04-27,16:30:00,3,AL,1,3,50,7,0,6,1,0,36,0,-88.0543,32.6152,-86.9898,33.1524,72.13,1760,Tornado,#FFAA00,2011-04-27,16,2011,116081.6942,1263.975822,57
1788,311079,2011,4,27,2011-04-27,16:42:00,3,MS,28,4,17,7,0,7,0,0,25.813,2.1,-89.5042,32.0296,-87.4942,32.4829,122.04,1050,Tornado,#FF0000,2011-04-27,16,2011,196403.8536,754.0764846,24
1790,301829,2011,4,27,2011-04-27,17:19:00,3,AL,1,5,0,25,2,0,0,23,0.15,0,-85.9784,34.3907,-85.5241,34.7661,36.63,1320,Tornado,#FF00FF,2011-04-27,17,2011,58950.1242,947.9818664,25
1791,314829,2011,4,27,2011-04-27,17:28:00,3,AL,1,4,85,22,11,8,3,0,366.755,0,-86.5699,33.6792,-84.99,34.19,97.33,1760,Tornado,#FF0000,2011-04-27,17,2011,156637.0622,1263.975822,107
1792,305268,2011,4,27,2011-04-27,18:15:00,3,GA,13,4,335,20,16,4,0,0,68.25,0,-85.1785,34.8744,-84.6,35.37,48,800,Tornado,#FF0000,2011-04-27,18,2011,77248.32,574.5344645,355
1793,303871,2011,4,27,2011-04-27,18:38:00,3,VA,51,2,7,1,0,1,0,0,0,0,-79.0945,36.7825,-78.8786,36.9796,18.1,350,Tornado,#008000,2011-04-27,18,2011,29129.054,251.3588282,8
1794,315331,2011,4,27,2011-04-27,19:12:00,3,AL,1,4,30,7,3,4,0,0,167,0,-86.193,32.6174,-85.523,32.9196,44.18,880,Tornado,#FF0000,2011-04-27,19,2011,71100.6412,631.9879109,37
1797,300459,2011,4,27,2011-04-27,20:06:00,3,TN,47,4,12,4,0,2,2,0,17.25,0,-85.42,35.34,-84.87,35.68,40.16,880,Tornado,#FF0000,2011-04-28,20,2011,64631.0944,631.9879109,16
1798,306267,2011,4,27,2011-04-27,20:30:00,3,GA,13,3,1,1,0,0,0,1,5.85,0,-83.9427,34.6656,-83.379,34.9267,36.99,900,Tornado,#FFAA00,2011-04-28,20,2011,59529.4866,646.3512725,2
1801,347518,2011,4,27,2011-04-27,20:51:00,3,TN,47,3,33,6,5,1,0,0,8.01,0,-82.808,36.035,-82.573,36.15,15.8,1500,Tornado,#FFAA00,2011-04-28,20,2011,25427.572,1077.252121,39
1803,297650,2011,4,27,2011-04-27,21:45:00,3,TN,47,2,0,2,2,0,0,0,1,0,-81.99,36.39,-81.82,36.5,12,250,Tornado,#008000,2011-04-28,21,2011,19312.08,179.5420202,2
1804,306606,2011,4,27,2011-04-27,21:59:00,3,GA,13,3,0,2,0,2,0,0,25.4,0,-84.5806,33.1663,-84.2664,33.3573,21.68,880,Tornado,#FFAA00,2011-04-28,21,2011,34890.4912,631.9879109,2
1805,306882,2011,4,27,2011-04-27,22:38:00,3,GA,13,3,22,2,2,0,0,0,15.04,0,-84.321,32.9958,-83.846,33.2,30.82,1056,Tornado,#FFAA00,2011-04-28,22,2011,49599.8588,758.3854931,24
1806,297632,2011,4,27,2011-04-27,22:40:00,3,TN,47,3,70,2,2,0,0,0,8,0,-82.702,36.106,-82.491,36.205,13.6,1000,Tornado,#FFAA00,2011-04-28,22,2011,21887.024,718.1680806,72
1807,298380,2011,4,27,2011-04-27,23:01:00,3,VA,51,3,50,3,1,2,0,0,5.25,0.5,-81.95,36.65,-81.684,36.838,19.63,1320,Tornado,#FFAA00,2011-04-28,23,2011,31591.3442,947.9818664,53
1810,295476,2011,5,21,2011-05-21,20:10:00,3,KS,20,3,5,1,0,1,0,0,2.28,0,-96.0036,38.5053,-95.839,38.574,10.11,700,Tornado,#FFAA00,2011-05-22,20,2011,16270.4274,502.7176564,6
1811,294080,2011,5,22,2011-05-22,13:13:00,3,MN,27,1,48,1,0,0,1,0,166.62,0,-93.3472,44.9597,-93.2137,45.1317,13.57,880,Tornado,#0000FF,2011-05-22,13,2011,21838.7438,631.9879109,49
1814,296616,2011,5,22,2011-05-22,16:34:00,3,MO,29,5,1150,158,65,2,81,10,2800.1,0,-94.5932,37.0524,-94.2213,36.9838,21.62,1600,Tornado,#FF00FF,2011-05-22,16,2011,34793.9308,1149.068929,1308
1819,315803,2011,5,24,2011-05-24,14:20:00,3,OK,40,3,2,1,0,0,1,0,0,0,-98.644,36.059,-98.583,36.235,13.2,880,Tornado,#FFAA00,2011-05-24,14,2011,21243.288,631.9879109,3
1820,315837,2011,5,24,2011-05-24,14:50:00,3,OK,40,5,181,9,2,0,7,0,0,0,-98.287,35.444,-97.356,35.921,63.1,1760,Tornado,#FF00FF,2011-05-24,14,2011,101549.354,1263.975822,190
1821,328740,2011,5,24,2011-05-24,15:52:00,3,KS,20,2,1,2,0,0,0,2,0,0,-98.705,38.153,-98.8151,38.2947,11.81,500,Tornado,#008000,2011-05-24,15,2011,19006.3054,359.0840403,3
1822,315858,2011,5,24,2011-05-24,16:06:00,3,OK,40,4,48,1,0,1,0,0,0,0,-97.961,35.008,-97.571,35.311,33.3,880,Tornado,#FF0000,2011-05-24,16,2011,53591.022,631.9879109,49
1827,312994,2011,5,24,2011-05-24,22:53:00,3,AR,5,4,27,4,0,4,0,0,9.075,0,-93.9515,35.2781,-93.3195,35.691,45.71,2200,Tornado,#FF0000,2011-05-25,22,2011,73562.9314,1579.969777,31
1828,308464,2011,5,24,2011-05-24,23:25:00,3,AR,5,3,4,1,1,0,0,0,13.025,0,-93.5302,35.4227,-93.1245,35.682,29.01,1430,Tornado,#FFAA00,2011-05-25,23,2011,46686.9534,1026.980355,5
1833,323440,2011,6,1,2011-06-01,14:17:00,3,MA,25,3,200,3,1,1,1,0,227.6,0,-72.75,42.1,-71.99,42.1045,37.58,880,Tornado,#FFAA00,2011-06-01,14,2011,60478.9972,631.9879109,203
1840,340623,2011,8,10,2011-08-10,2:32:00,3,OK,40,2,2,1,0,1,0,0,0,0,-95.138,36.1393,-95.0731,36.1879,5,400,Tornado,#008000,2011-08-10,2,2011,8046.7,287.2672322,3
1841,324661,2011,8,19,2011-08-19,15:45:00,3,WI,55,1,0,1,0,1,0,0,0.125,0,-87.987,45.4026,-87.8515,45.3401,7.9,250,Tornado,#0000FF,2011-08-19,15,2011,12713.786,179.5420202,1
1851,354821,2011,11,16,2011-11-16,16:32:00,3,SC,45,2,5,3,0,2,1,0,1,0,-81.18,34.82,-81.094,34.8655,5.8,200,Tornado,#008000,2011-11-16,16,2011,9334.172,143.6336161,8
1852,351147,2011,11,16,2011-11-16,17:05:00,3,NC,37,2,15,2,2,0,0,0,20.5,0,-80.2103,35.7321,-80.053,35.8033,12.51,200,Tornado,#008000,2011-11-16,17,2011,20132.8434,143.6336161,17
1860,362779,2012,1,23,2012-01-23,3:09:00,3,AL,1,2,1,1,0,1,0,0,0,0,-87.3071,33.4316,-87.1405,33.529,13.13,880,Tornado,#008000,2012-01-23,3,2012,21130.6342,631.9879109,2
1861,364295,2012,1,23,2012-01-23,3:58:00,3,AL,1,3,75,1,1,0,0,0,0,0,-86.7411,33.6228,-86.4963,33.7197,15.69,800,Tornado,#FFAA00,2012-01-23,3,2012,25250.5446,574.5344645,76
1863,359087,2012,2,28,2012-02-28,21:02:00,3,KS,20,2,12,1,1,0,0,0,0,0,-95.9822,38.7815,-95.8903,38.8125,5.4,150,Tornado,#008000,2012-02-29,21,2012,8690.436,107.7252121,13
1864,364185,2012,2,28,2012-02-28,23:58:00,3,MO,29,2,12,1,0,1,0,0,0.65,0,-93.1902,37.55,-93.05,37.6306,9.5,100,Tornado,#008000,2012-02-29,23,2012,15288.73,71.81680806,13
1866,363341,2012,2,29,2012-02-29,0:42:00,3,MO,29,2,4,1,0,1,0,0,0.575,0,-93.9178,36.6994,-93.8869,36.7053,1.7,400,Tornado,#008000,2012-02-29,0,2012,2735.878,287.2672322,5
1870,359709,2012,2,29,2012-02-29,4:00:00,3,MO,29,3,0,1,0,1,0,0,0.15,0,-90.1891,36.9,-89.8663,37.03,19.96,700,Tornado,#FFAA00,2012-02-29,4,2012,32122.4264,502.7176564,1
1871,359691,2012,2,29,2012-02-29,4:51:00,3,IL,17,4,108,8,8,0,0,0,2,0,-88.65,37.6945,-88.1926,37.7996,26.09,325,Tornado,#FF0000,2012-02-29,4,2012,41987.6806,233.4046262,116
1876,362592,2012,2,29,2012-02-29,15:46:00,3,TN,47,1,0,1,1,0,0,0,0.7,0,-85.8529,35.9724,-85.5933,36.017,14.84,200,Tornado,#0000FF,2012-02-29,15,2012,23882.6056,143.6336161,1
1877,362596,2012,2,29,2012-02-29,16:30:00,3,TN,47,2,7,2,1,1,0,0,1,0,-85.1102,36.0887,-85.0053,36.1171,6.18,300,Tornado,#008000,2012-02-29,16,2012,9945.7212,215.4504242,9
1881,359896,2012,3,2,2012-03-02,13:50:00,3,IN,18,4,0,11,5,6,0,0,58.75,0,-86.1893,38.4316,-85.2632,38.6579,45.05,800,Tornado,#FF0000,2012-03-02,13,2012,72500.767,574.5344645,11
1882,369148,2012,3,2,2012-03-02,14:52:00,3,IN,18,3,5,3,1,2,0,0,0.275,0,-85.407,39.0667,-85.2562,39.1127,8.69,350,Tornado,#FFAA00,2012-03-02,14,2012,13985.1646,251.3588282,8
1883,369205,2012,3,2,2012-03-02,15:23:00,3,KY,21,4,8,4,0,0,4,0,20.5,0,-84.633,38.791,-84.4541,38.8209,9.85,880,Tornado,#FF0000,2012-03-02,15,2012,15851.999,631.9879109,12
1885,369380,2012,3,2,2012-03-02,15:39:00,3,KY,21,3,13,3,1,2,0,0,9.16,0,-84.353,38.835,-83.9863,38.8978,20.41,440,Tornado,#FFAA00,2012-03-02,15,2012,32846.6294,315.9939555,16
1886,370174,2012,3,2,2012-03-02,16:33:00,3,OH,39,2,2,1,0,1,0,0,2,0.025,-83.5182,38.811,-83.3163,38.8417,11.07,330,Tornado,#008000,2012-03-02,16,2012,17815.3938,236.9954666,3
1887,368695,2012,3,2,2012-03-02,16:39:00,3,KY,21,3,118,10,1,6,1,2,81.475,0,-83.6146,37.905,-82.0796,38.1163,84.99,1580,Tornado,#FFAA00,2012-03-02,16,2012,136777.8066,1134.705567,128
1889,368709,2012,3,2,2012-03-02,17:50:00,3,KY,21,3,37,2,0,2,0,0,37.09,0,-83.2745,37.7012,-82.382,37.8345,49.04,1320,Tornado,#FFAA00,2012-03-02,17,2012,78922.0336,947.9818664,39
1890,368708,2012,3,2,2012-03-02,18:04:00,3,KY,21,2,40,6,0,6,0,0,5,0,-84.2114,37.1954,-84.0918,37.2358,7.15,310,Tornado,#008000,2012-03-02,18,2012,11506.781,222.632105,46
1894,374385,2012,3,2,2012-03-02,22:40:00,3,AL,1,2,4,1,0,1,0,0,0,0,-85.9669,32.8666,-85.4057,33.0109,34.04,1000,Tornado,#008000,2012-03-03,22,2012,54781.9336,718.1680806,5
1902,374200,2012,3,23,2012-03-23,12:26:00,3,IL,17,2,2,1,0,1,0,0,0.15,0,-88.814,38.273,-88.7929,38.3064,2.58,100,Tornado,#008000,2012-03-23,12,2012,4152.0972,71.81680806,3
1911,378787,2012,4,14,2012-04-14,22:42:00,3,OK,40,3,29,6,0,4,2,0,0,0,-99.7837,36.1133,-99.39,36.4879,34,400,Tornado,#FFAA00,2012-04-15,22,2012,54717.56,287.2672322,35
1921,384508,2012,6,4,2012-06-04,19:44:00,3,MO,29,2,0,3,0,3,0,0,0.1,0,-89.43,36.9736,-89.43,36.9664,0.5,75,Tornado,#008000,2012-06-04,19,2012,804.67,53.86260605,3
1924,379209,2012,6,24,2012-06-24,10:23:00,3,FL,12,0,0,1,1,0,0,0,0.015,0,-81.36,27.04,-81.3455,27.1413,3.45,150,Tornado,#888888,2012-06-24,10,2012,5552.223,107.7252121,1
1948,428260,2013,1,30,2013-01-30,10:12:00,3,GA,13,3,17,1,0,1,0,0,75,0,-84.9527,34.3411,-84.7313,34.5981,21.78,900,Tornado,#FFAA00,2013-01-30,10,2013,35051.4252,646.3512725,18
1952,428124,2013,2,21,2013-02-21,13:10:00,3,TX,48,1,2,1,0,1,0,0,0.25,0,-93.9751,31.3157,-93.9072,31.3442,4.47,150,Tornado,#0000FF,2013-02-21,13,2013,7193.7498,107.7252121,3
1957,439748,2013,4,11,2013-04-11,10:35:00,3,MS,28,3,9,1,0,0,1,0,1.2,0,-88.8665,32.6393,-88.1995,33.4142,66.35,1320,Tornado,#FFAA00,2013-04-11,10,2013,106779.709,947.9818664,10
1965,443090,2013,5,15,2013-05-15,18:58:00,3,TX,48,4,54,6,0,6,0,0,143,0,-97.754,32.412,-97.7243,32.438,2.5,400,Tornado,#FF0000,2013-05-15,18,2013,4023.35,287.2672322,60
1971,451505,2013,5,19,2013-05-19,17:00:00,3,OK,40,4,10,2,0,1,1,0,0,0,-97.3001,35.2531,-96.981,35.423,23,1500,Tornado,#FF0000,2013-05-19,17,2013,37014.82,1077.252121,12
1972,451537,2013,5,20,2013-05-20,13:56:00,3,OK,40,5,212,24,13,0,11,0,2000,0,-97.628,35.284,-97.3999,35.341,13.85,1900,Tornado,#FF00FF,2013-05-20,13,2013,22289.359,1364.519353,236
1982,444340,2013,5,30,2013-05-30,20:36:00,3,AR,5,1,0,1,0,0,1,0,0.025,0,-92.5823,34.4355,-92.5761,34.4363,0.36,200,Tornado,#0000FF,2013-05-31,20,2013,579.3624,143.6336161,1
1984,453682,2013,5,31,2013-05-31,17:03:00,3,OK,40,3,26,8,0,0,8,0,0.3,0,-98.096,35.485,-97.848,35.502,16.2,4576,Tornado,#FFAA00,2013-05-31,17,2013,26071.308,3286.337137,34
1994,462311,2013,6,24,2013-06-24,14:08:00,3,IA,19,1,0,1,0,0,1,0,0.5,0,-91.0841,41.4456,-90.9698,41.4636,6.5,100,Tornado,#0000FF,2013-06-24,14,2013,10460.71,71.81680806,1
2004,483775,2013,11,17,2013-11-17,10:59:00,3,IL,17,4,125,3,3,0,0,0,935.225,0,-89.5678,40.622,-88.8439,41.0063,46.36,880,Tornado,#FF0000,2013-11-17,10,2013,74609.0024,631.9879109,128
2005,482450,2013,11,17,2013-11-17,12:04:00,3,IL,17,4,2,2,2,0,0,0,0,0,-89.45,38.42,-89.27,38.48,10.59,200,Tornado,#FF0000,2013-11-17,12,2013,17042.9106,143.6336161,4
2011,480993,2013,11,17,2013-11-17,14:05:00,3,KY,21,3,34,3,0,3,0,0,6.76,0,-88.8781,37.098,-88.1092,37.1205,42.5,500,Tornado,#FFAA00,2013-11-17,14,2013,68396.95,359.0840403,37
2017,484464,2013,12,21,2013-12-21,15:13:00,3,AR,5,2,3,1,0,0,0,1,0.5,0,-90.559,34.907,-90.415,35.099,15.57,300,Tornado,#008000,2013-12-21,15,2013,25057.4238,215.4504242,4
2019,484469,2013,12,21,2013-12-21,17:19:00,3,MS,28,2,2,1,0,0,0,1,1,0,-90.767,34.149,-90.607,34.21,10.07,300,Tornado,#008000,2013-12-21,17,2013,16206.0538,215.4504242,3
2033,512776,2014,4,25,2014-04-25,17:20:00,3,NC,37,2,1,1,1,0,0,0,2.105,0,-76.74,36.054,-76.036,36.348,37.48,400,Tornado,#008000,2014-04-25,17,2014,60318.0632,287.2672322,2
2036,503591,2014,4,27,2014-04-27,14:20:00,3,IA,19,1,0,2,0,0,2,0,0.025,0,-92.3117,41.1325,-91.7825,41.6601,45.68,1600,Tornado,#0000FF,2014-04-27,14,2014,73514.6512,1149.068929,2
2037,505204,2014,4,27,2014-04-27,16:29:00,3,OK,40,2,37,1,0,0,1,0,13,0,-94.8215,36.912,-94.7147,37.0525,11.37,325,Tornado,#008000,2014-04-27,16,2014,18298.1958,233.4046262,38
2038,504758,2014,4,27,2014-04-27,18:06:00,3,AR,5,4,193,16,13,2,1,0,223.45,0,-92.652,34.7787,-92.0787,35.1415,41.1,1320,Tornado,#FF0000,2014-04-27,18,2014,66143.874,947.9818664,209
2041,508155,2014,4,28,2014-04-28,14:51:00,3,MS,28,4,84,10,9,1,0,0,116.7,9.45,-89.43,32.88,-89.0028,33.1893,33.39,1320,Tornado,#FF0000,2014-04-28,14,2014,53735.8626,947.9818664,94
2042,505288,2014,4,28,2014-04-28,15:47:00,3,AL,1,3,30,2,0,2,0,0,0,0,-87.2324,34.7753,-86.9633,34.8184,15.56,600,Tornado,#FFAA00,2014-04-28,15,2014,25041.3304,430.9008484,32
2045,508387,2014,4,28,2014-04-28,17:27:00,3,MS,28,3,10,1,0,0,1,0,13.084,0.2,-90.2225,32.2291,-89.7269,32.3269,29.72,400,Tornado,#FFAA00,2014-04-28,17,2014,47829.5848,287.2672322,11
2048,505228,2014,4,28,2014-04-28,19:09:00,3,TN,47,3,0,2,0,2,0,0,0,0,-86.5497,35.0066,-86.3366,35.254,26.76,500,Tornado,#FFAA00,2014-04-28,19,2014,43065.9384,359.0840403,2
2064,514014,2014,6,16,2014-06-16,15:00:00,3,NE,31,4,20,1,0,1,0,0,14,0.25,-97.1369,41.9528,-96.8492,42.122,23.94,500,Tornado,#FF0000,2014-06-16,15,2014,38527.5996,359.0840403,21
2065,514026,2014,6,16,2014-06-16,15:13:00,3,NE,31,4,0,1,0,0,1,0,1.125,0.25,-97.04,41.9742,-96.9439,42.117,11.5,500,Tornado,#FF0000,2014-06-16,15,2014,18507.41,359.0840403,1
2071,520552,2014,7,8,2014-07-08,17:02:00,3,NY,36,2,0,4,1,3,0,0,0.6,0,-75.64,42.99,-75.64,42.99,2.5,235,Tornado,#008000,2014-07-08,17,2014,4023.35,168.7694989,4
2078,543173,2014,10,13,2014-10-13,4:37:00,3,AR,5,2,4,1,0,1,0,0,0.2,0,-94.2303,33.6617,-94.2685,33.6794,2.51,400,Tornado,#008000,2014-10-13,4,2014,4039.4434,287.2672322,5
2081,552175,2014,12,23,2014-12-23,14:20:00,3,MS,28,3,50,3,0,1,2,0,25,0,-89.8331,31.2273,-89.6546,31.3248,12.51,880,Tornado,#FFAA00,2014-12-23,14,2014,20132.8434,631.9879109,53
2082,552705,2014,12,23,2014-12-23,15:22:00,3,MS,28,2,0,2,0,2,0,0,2.2,0,-89.2239,31.6986,-89.1538,31.7595,5.89,350,Tornado,#008000,2014-12-23,15,2014,9479.0126,251.3588282,2
2086,560160,2015,3,25,2015-03-25,16:21:00,3,OK,40,2,30,1,0,1,0,0,2.1,0,-96.302,36.1832,-96.1167,36.1332,11.1,800,Tornado,#008000,2015-03-25,16,2015,17863.674,574.5344645,31
2089,574336,2015,4,9,2015-04-09,17:39:00,3,IL,17,4,11,2,2,0,0,0,19,0,-89.2896,41.853,-88.8796,42.1623,30.14,700,Tornado,#FF0000,2015-04-09,17,2015,48505.5076,502.7176564,13
2095,575796,2015,5,9,2015-05-09,15:32:00,3,TX,48,3,2,1,0,1,0,0,0.3,0.1,-99.0133,32.3032,-98.9489,32.3098,3.79,1400,Tornado,#FFAA00,2015-05-09,15,2015,6099.3986,1005.435313,3
2097,570339,2015,5,10,2015-05-10,19:46:00,3,TX,48,3,43,2,0,2,0,0,40,0,-95.619,32.4095,-95.6329,32.5569,10.22,700,Tornado,#FFAA00,2015-05-10,19,2015,16447.4548,502.7176564,45
2098,566748,2015,5,10,2015-05-10,22:18:00,3,AR,5,2,8,2,0,2,0,0,1.5,0,-93.8659,33.9311,-93.8617,34.028,6.7,400,Tornado,#008000,2015-05-11,22,2015,10782.578,287.2672322,10
2106,582549,2015,5,25,2015-05-25,13:42:00,3,OK,40,3,1,1,0,1,0,0,0,0,-96.2684,33.983,-96.1856,34.2308,18.8,700,Tornado,#FFAA00,2015-05-25,13,2015,30255.592,502.7176564,2
2107,575884,2015,5,25,2015-05-25,14:55:00,3,TX,48,2,6,1,0,1,0,0,0.7,0.06,-97.1175,30.8154,-97.0235,30.9154,8.88,400,Tornado,#008000,2015-05-25,14,2015,14290.9392,287.2672322,7
2134,607010,2015,12,23,2015-12-23,14:54:00,3,MS,28,3,28,2,0,2,0,0,2.354,0,-90.71,34,-89.8379,34.5175,61.57,800,Tornado,#FFAA00,2015-12-23,14,2015,99087.0638,574.5344645,30
2135,610234,2015,12,23,2015-12-23,16:10:00,3,MS,28,4,36,9,4,4,1,0,10.922,0,-89.7055,34.5955,-88.5666,35.1496,75.09,1300,Tornado,#FF0000,2015-12-23,16,2015,120845.3406,933.6185048,45
2136,607144,2015,12,23,2015-12-23,18:18:00,3,TN,47,2,0,2,2,0,0,0,1,1,-87.8145,35.5499,-87.5841,35.6573,14.92,500,Tornado,#008000,2015-12-23,18,2015,24011.3528,359.0840403,2
2141,606471,2015,12,26,2015-12-26,18:46:00,3,TX,48,4,468,10,1,0,9,0,26.8,0,-96.5894,32.796,-96.495,32.9669,13.04,550,Tornado,#FF0000,2015-12-26,18,2015,20985.7936,394.9924443,478
2142,606480,2015,12,26,2015-12-26,19:09:00,3,TX,48,2,119,2,0,0,2,0,1.4,0,-96.434,33.0607,-96.4019,33.1324,5.29,300,Tornado,#008000,2015-12-27,19,2015,8513.4086,215.4504242,121
2143,606484,2015,12,26,2015-12-26,19:33:00,3,TX,48,1,2,1,0,1,0,0,0.6,0,-96.3546,33.2718,-96.3322,33.3448,5.21,100,Tornado,#0000FF,2015-12-27,19,2015,8384.6614,71.81680806,3
2146,613500,2016,1,17,2016-01-17,2:35:00,3,FL,12,2,4,2,0,2,0,0,150000,0,-82.219,27.538,-82.126,27.642,9.2,300,Tornado,#008000,2016-01-17,2,2016,14805.928,215.4504242,6
2153,613559,2016,2,23,2016-02-23,15:31:00,3,LA,22,2,75,2,0,2,0,0,0,0,-90.9632,30.0408,-90.7697,30.125,12.95,350,Tornado,#008000,2016-02-23,15,2016,20840.953,251.3588282,77
2154,613565,2016,2,23,2016-02-23,16:15:00,3,MS,28,2,0,1,0,1,0,0,105000,0,-89.5159,31.1157,-89.4608,31.1822,5.63,100,Tornado,#008000,2016-02-23,16,2016,9060.5842,71.81680806,1
2158,613600,2016,2,24,2016-02-24,13:31:00,3,VA,51,1,8,3,0,3,0,0,2615000,0,-77.1234,36.9922,-77.0583,37.1094,8.86,300,Tornado,#0000FF,2016-02-24,13,2016,14258.7524,215.4504242,11
2159,613604,2016,2,24,2016-02-24,14:28:00,3,VA,51,3,7,1,0,0,1,0,11200000,0,-78.8576,37.2318,-78.648,37.403,16.89,400,Tornado,#FFAA00,2016-02-24,14,2016,27181.7526,287.2672322,8
2171,613794,2016,4,27,2016-04-27,3:43:00,3,TX,48,0,0,1,0,1,0,0,2.00E+05,0,-95.5511,30.0982,-95.545,30.096,0.41,40,Tornado,#888888,2016-04-27,3,2016,659.8294,28.72672322,1
2176,613862,2016,5,9,2016-05-09,15:06:00,3,OK,40,4,0,1,1,0,0,0,1.00E+06,0,-97.357,34.559,-97.21,34.589,8.9,400,Tornado,#FF0000,2016-05-09,15,2016,14323.126,287.2672322,1
2177,613872,2016,5,9,2016-05-09,16:18:00,3,OK,40,3,0,1,1,0,0,0,250000,0,-96.638,34.391,-96.484,34.42,9.06,700,Tornado,#FFAA00,2016-05-09,16,2016,14580.6204,502.7176564,1
2199,614436,2016,11,30,2016-11-30,0:02:00,3,AL,1,3,9,4,1,3,0,0,0,0,-85.78,34.69,-85.57,34.78,13.48,206,Tornado,#FFAA00,2016-11-30,0,2016,21693.9032,147.9426246,13
2201,614439,2016,11,30,2016-11-30,1:28:00,3,TN,47,3,0,2,0,2,0,0,0,0,-84.7264,35.1109,-84.6711,35.1598,4.6,155,Tornado,#FFAA00,2016-11-30,1,2016,7402.964,111.3160525,2